Date,Team,Agent,Calls_Handled,SLA_Percentage,AHT_Seconds,CSAT,Escalated_Cases,Resolution_Rate
2025-09-02,Team B,Nicole,62,95.36,366,4.31,1,94.56
2025-07-24,Team C,Daniel,104,89.71,278,4.39,1,96.18
2025-03-05,Team B,Aaron,54,84.43,367,4.46,3,97.09
2025-07-11,Team C,Jason,72,90.69,318,3.92,1,96.53
2025-12-06,Team D,Nicole,97,94.91,329,4.11,2,94.4
2025-01-28,Team C,Ryan,92,90.22,365,4.25,3,96.75
2025-08-14,Team D,Emma,97,97.33,376,4.62,3,94.85
2025-11-03,Team A,Ryan,93,98.46,205,4.76,2,98.74
2025-04-28,Team B,Nicole,90,95.24,308,4.5,1,94.99
2025-08-17,Team C,Nicole,99,94.32,364,3.98,2,94.08
2025-07-31,Team C,Jason,69,91.25,331,4.61,1,96.44
2025-08-19,Team B,Kevin,77,89.96,242,4.89,0,95.7
2025-07-08,Team D,Kevin,91,94.57,341,4.36,3,94.12
2025-12-23,Team D,Sarah,75,97.91,270,4.26,4,97.87
2025-08-13,Team D,Aaron,87,94.59,480,4.5,2,96.47
2025-05-08,Team D,Grace,103,92.51,288,4.28,2,94.63
2025-05-06,Team B,Emma,89,93.45,400,4.16,0,92.69
2025-05-17,Team C,Sarah,55,92.83,284,4.12,3,94.85
2025-08-16,Team D,Ryan,95,96.28,306,4.63,1,95.55
2025-12-07,Team A,John,87,93.77,353,4.54,2,96.25
2025-05-13,Team B,Chris,86,96.18,305,4.38,2,97.53
2025-05-20,Team D,Daniel,80,91.33,310,4.37,1,96.81
2025-11-23,Team B,Ryan,93,100,192,4.38,3,98.63
2025-07-29,Team A,Rachel,66,90.1,274,4.4,2,94.6
2025-05-10,Team A,Alex,90,95.07,311,4.29,2,95.08
2025-01-04,Team C,Lisa,103,89.45,346,4.53,1,96.57
2025-02-20,Team B,Ryan,82,87.96,365,4.81,2,91.02
2025-04-06,Team A,Jason,112,96.68,344,4.21,3,97.08
2025-07-23,Team B,Chris,102,92.18,239,3.42,1,93.6
2025-09-04,Team D,John,101,87.76,321,4.23,2,94.45
2025-04-14,Team D,Sophia,63,99.68,383,4.25,1,93.36
2025-04-04,Team D,Daniel,92,93.52,274,4.22,4,96.61
2025-08-09,Team C,Nicole,68,95,376,4.2,2,95.67
2025-06-23,Team D,Rachel,76,97.34,313,4.05,3,94.29
2025-02-04,Team A,Ryan,71,92.89,328,4.65,2,95.25
2025-10-25,Team C,Ryan,68,96.05,350,4.22,2,97.72
2025-12-08,Team C,Daniel,93,96.04,296,4.33,2,92.85
2025-05-30,Team D,Alex,55,93.06,300,4.33,1,92.65
2025-03-01,Team C,Sarah,85,91.54,227,4.78,4,95.8
2025-09-12,Team D,Jason,95,96.02,282,4.49,6,100
2025-02-14,Team D,Mary,76,93.82,436,4.69,1,93.27
2025-03-02,Team B,Rachel,86,94.72,392,4.34,1,92.27
2025-08-16,Team A,Olivia,80,94.22,403,4.96,2,97.1
2025-02-08,Team D,Mary,70,89.98,303,4.02,1,97.38
2025-04-10,Team D,Rachel,85,93.27,203,4.33,2,96.42
2025-06-02,Team C,Daniel,97,97.06,322,4.69,2,94.53
2025-01-16,Team B,Kevin,67,90.54,382,4.86,1,93.64
2025-10-11,Team D,Alex,57,89.08,360,4.31,0,96.14
2025-12-04,Team C,Kevin,94,90.41,204,3.88,2,95.54
2025-10-12,Team C,Lisa,95,87.18,346,4.7,1,98.14
2025-04-08,Team A,Rachel,81,96.4,235,3.96,3,95.79
2025-07-09,Team C,Olivia,113,93.24,269,4.37,1,96.3
2025-10-26,Team D,Chris,80,94.74,376,4.2,2,95.42
2025-04-11,Team B,Alex,104,92.78,327,4.45,3,98.33
2025-03-18,Team B,Lisa,69,87.16,319,4.59,4,96.63
2025-09-22,Team A,Sarah,98,95.24,366,4.63,6,98.2
2025-10-06,Team D,Rachel,123,100,341,4.46,2,95.77
2025-07-06,Team B,Mary,101,88.85,390,4.94,1,96.4
2025-07-22,Team D,John,58,94.46,288,4.42,0,98
2025-03-13,Team D,Ryan,85,88.61,341,4.34,1,95.84
2025-06-28,Team C,Jason,88,91.08,282,4.31,5,98.9
2025-03-09,Team A,Amy,79,95.7,258,4.57,2,91.94
2025-05-30,Team C,Amy,78,95.88,375,4.52,2,96.36
2025-12-08,Team A,Sarah,106,88.32,307,4.31,1,94.86
2025-06-05,Team C,Mary,86,99.24,317,4.4,6,93.63
2025-08-11,Team C,Kevin,68,91.66,201,4.26,1,93.92
2025-05-21,Team D,Olivia,81,93.88,326,4.41,5,94.7
2025-04-18,Team D,Mary,83,95.97,314,4.42,5,95.78
2025-10-11,Team B,Daniel,65,91.27,302,4.16,3,96.38
2025-02-07,Team B,Emma,111,93.26,321,3.92,2,99.38
2025-04-18,Team C,Sophia,120,96.01,263,5,0,98.22
2025-12-20,Team B,Olivia,78,94.63,348,4.81,4,98.74
2025-12-09,Team A,Daniel,84,93.98,392,4.25,2,95.32
2025-10-20,Team A,Chris,80,93.04,287,4.58,1,94.43
2025-04-25,Team C,Mary,71,87.94,263,4.61,6,98.56
2025-11-17,Team D,Sarah,87,94.26,324,4.14,1,96.81
2025-06-08,Team B,Aaron,78,91.84,363,4.52,2,95.76
2025-05-11,Team B,Lisa,94,91.32,408,4.42,2,94.36
2025-06-22,Team B,John,107,89.1,254,4.48,2,93.97
2025-06-20,Team D,Grace,72,88.71,265,3.95,1,94.95
2025-09-23,Team B,Aaron,63,95.72,299,4.7,2,98.58
2025-08-16,Team A,Aaron,74,86.58,313,4.22,0,98.16
2025-04-19,Team A,Mary,96,99.38,365,4.57,1,96.21
2025-06-04,Team B,Sophia,93,97.18,392,4.13,1,96.91
2025-02-12,Team B,Amy,104,94.81,303,5,3,97.13
2025-09-25,Team D,John,81,91.65,305,4.51,0,96.28
2025-10-19,Team D,Michael,70,99.57,409,4.74,1,98.25
2025-04-12,Team D,Rachel,97,92.86,283,4.39,1,95.69
2025-07-17,Team A,Daniel,72,93.98,284,4.88,1,92.6
2025-03-05,Team D,Emma,68,95.63,405,4.46,2,98.21
2025-02-12,Team C,Mary,89,93.05,318,4.15,0,93.29
2025-12-12,Team A,Mary,77,91.52,241,4.55,2,98.68
2025-08-30,Team A,Aaron,98,91.46,274,4.3,1,97.98
2025-06-17,Team D,Olivia,73,93.37,262,4.6,0,95.41
2025-03-26,Team B,Daniel,74,89.61,326,4.13,3,93.69
2025-01-26,Team D,David,124,91.39,287,4.54,5,99.59
2025-05-18,Team B,Sophia,73,93.9,389,4.26,5,96.8
2025-06-23,Team D,Emma,117,91.29,300,4.41,6,95.23
2025-10-09,Team D,Grace,85,91.42,264,4.63,1,95.62
2025-05-09,Team A,Jason,82,87,295,4.67,1,95.15
2025-12-26,Team D,Alex,74,86.31,343,4.91,5,96.59
2025-08-29,Team B,Mary,97,93.82,262,4.2,2,99.42
2025-03-16,Team B,Rachel,71,93.05,299,4.22,1,95.23
2025-01-03,Team B,Lisa,72,90.12,315,3.95,2,95.62
2025-10-25,Team C,Michael,75,90.78,340,3.98,2,96.1
2025-08-13,Team C,Mary,54,92.77,211,4.43,4,99.73
2025-06-08,Team B,Jason,111,96.35,333,4.51,3,94.76
2025-03-24,Team B,Mary,109,94.25,321,4.15,3,91.62
2025-02-14,Team A,Kevin,95,89.85,334,4.56,4,96.24
2025-01-25,Team C,Mary,79,94.52,281,3.78,2,96.14
2025-08-10,Team C,Emma,102,94.65,325,4.45,3,95.5
2025-08-06,Team A,Ryan,91,91.72,291,4.73,3,95.1
2025-04-26,Team C,Daniel,91,95.67,369,4.07,5,97.89
2025-06-25,Team A,Sophia,76,94.24,439,4.94,2,94.67
2025-04-10,Team D,Olivia,93,94.6,310,4.92,2,95.37
2025-01-20,Team B,Rachel,87,90.29,357,4.64,1,96.97
2025-05-30,Team D,David,78,96.47,288,4.16,3,96.89
2025-07-17,Team A,Olivia,102,92.98,321,4.14,2,94.44
2025-07-15,Team D,Olivia,93,89.4,402,4.71,1,100
2025-08-05,Team A,Michael,78,93.92,382,4.44,2,93.68
2025-08-24,Team D,Sophia,73,94.46,273,4.36,2,96.96
2025-06-27,Team D,Grace,74,91.72,299,4.16,1,98.7
2025-10-14,Team D,Olivia,67,92.63,297,4.03,2,94.51
2025-02-08,Team A,John,85,92.38,420,4.96,5,98.42
2025-07-30,Team B,Daniel,56,91.71,377,4.39,0,93.67
2025-01-25,Team D,Sarah,80,91.14,419,4.87,2,98.56
2025-08-07,Team D,Ryan,31,94.59,422,4.94,3,94.4
2025-06-08,Team A,Aaron,63,93.05,315,4.62,1,95.68
2025-05-10,Team C,Michael,69,92.75,314,4.03,1,99.5
2025-07-06,Team A,Michael,58,93.02,297,4.37,0,96.33
2025-08-02,Team A,Daniel,72,95.99,343,4.09,1,96.83
2025-02-26,Team A,Mary,88,93.25,365,4.35,1,94.16
2025-06-15,Team C,Alex,106,91.85,316,4.6,3,92.37
2025-12-14,Team C,Amy,80,97.68,325,4.38,4,95.62
2025-12-07,Team B,Rachel,93,89.31,259,4.25,4,97.01
2025-02-25,Team D,Lisa,79,93.54,323,4.36,4,98.36
2025-05-16,Team C,Sophia,99,96.16,398,4.34,3,96.68
2025-01-10,Team B,Jason,88,92.7,407,4.44,2,94.74
2025-08-11,Team A,Lisa,88,92.56,359,4.42,2,98.33
2025-04-05,Team C,Lisa,99,89.73,245,4.2,2,95.63
2025-10-07,Team A,Grace,81,90.35,355,4.27,4,93.69
2025-09-23,Team C,Ryan,50,85.32,386,4.54,1,94.3
2025-03-02,Team D,Aaron,87,90.05,249,5,2,96.05
2025-10-28,Team D,Nicole,98,93.02,262,4.38,2,94.03
2025-02-12,Team A,Lisa,88,95.54,327,4.74,4,96.04
2025-07-14,Team D,Daniel,79,91.9,338,4.6,1,92.89
2025-10-30,Team C,Mary,74,87.02,376,4.42,6,95.73
2025-12-18,Team A,David,89,93.33,333,4.27,1,98.86
2025-11-05,Team A,Jason,71,95.01,283,4.12,4,96.39
2025-10-28,Team D,Amy,74,96.9,343,3.94,4,96.78
2025-12-20,Team B,Amy,112,94.09,413,4.45,2,94.15
2025-06-13,Team C,Rachel,78,96.67,447,4.28,2,93.5
2025-05-02,Team B,Alex,90,90.92,259,4.97,2,96.13
2025-08-15,Team A,Rachel,103,94.83,297,4.23,2,97.71
2025-08-23,Team B,Rachel,84,86.96,356,4.64,3,94.46
2025-09-10,Team A,Sarah,59,95.17,243,4.39,1,95.62
2025-10-19,Team C,John,81,92.81,321,4.82,1,96.94
2025-01-30,Team B,Alex,85,87.94,314,4.07,1,97.21
2025-03-04,Team C,Lisa,74,95.35,299,4.69,2,95.16
2025-11-11,Team A,Aaron,99,96.93,286,4.28,3,95.23
2025-11-11,Team B,Sarah,74,92.3,302,4.26,1,96.78
2025-04-15,Team D,John,98,95.82,315,4.38,4,96.72
2025-02-15,Team C,Sarah,78,88.67,304,4.56,2,94.56
2025-02-21,Team B,Alex,72,88.42,254,4.4,2,93.86
2025-12-07,Team C,Aaron,92,96.59,301,4.22,1,95.17
2025-11-20,Team B,Amy,77,96.05,315,4.03,1,95.5
2025-05-24,Team C,Olivia,58,94.39,303,4.49,2,95.94
2025-07-08,Team B,Emma,98,96.93,221,4.1,0,98.38
2025-01-12,Team A,Daniel,60,90.16,390,4.82,3,93.34
2025-05-07,Team C,Sarah,104,100,319,4.16,4,93.67
2025-01-11,Team C,Nicole,82,92.09,287,5,0,94.95
2025-08-30,Team D,Jason,76,88.66,349,3.95,5,93.63
2025-07-18,Team D,Jason,112,89.39,409,4.91,1,96.07
2025-01-18,Team C,Nicole,96,93.65,271,4.37,0,97.92
2025-05-19,Team A,Olivia,72,87.15,282,4.31,0,94.56
2025-07-04,Team C,Olivia,61,91.39,301,4.58,2,96.11
2025-03-31,Team A,Alex,79,92.06,286,4.08,2,97.22
2025-02-11,Team D,Emma,99,97.17,255,3.95,3,98.96
2025-02-01,Team D,Sarah,81,90.15,265,3.93,1,92.71
2025-04-30,Team D,Chris,67,93.72,298,4.67,2,91.82
2025-04-14,Team A,Grace,101,89.96,385,3.95,2,95.26
2025-04-17,Team A,Kevin,77,91.54,314,4.44,1,95.53
2025-10-04,Team B,Sarah,90,94.42,365,4.09,2,95.47
2025-11-24,Team A,Kevin,98,97.92,231,4.41,4,97.44
2025-07-31,Team D,Sarah,78,92.48,310,4.08,0,94.35
2025-08-08,Team B,Alex,62,92.98,363,3.84,1,94.72
2025-06-16,Team A,Nicole,47,97.18,302,4.16,1,96.66
2025-04-22,Team D,Amy,107,96.51,327,4.34,3,93.4
2025-05-26,Team B,Olivia,85,96.62,312,4.54,2,97.42
2025-04-15,Team B,Michael,102,91.89,314,4.54,1,98.81
2025-09-22,Team D,Mary,84,93.48,318,4.44,3,94.6
2025-04-30,Team B,Sophia,73,91.65,264,3.96,6,93.51
2025-12-12,Team C,Alex,70,91.71,266,4.15,3,95.11
2025-10-02,Team C,Grace,69,91.89,400,4.91,6,94.26
2025-05-20,Team B,Mary,77,95.81,306,4.18,0,98.38
2025-02-20,Team C,Olivia,81,94.9,263,4.53,5,92.44
2025-11-23,Team D,Sophia,72,92.12,218,4.58,1,96.63
2025-12-31,Team A,Sophia,65,90.93,355,4.14,2,92.4
2025-06-17,Team C,Emma,91,87.3,307,4.48,1,96.59
2025-05-28,Team B,Emma,76,89.12,283,4.96,0,93.4
2025-01-15,Team A,Sophia,92,86.22,310,4.08,0,92.08
2025-09-15,Team B,David,91,91.43,295,4.32,1,93.62
2025-04-19,Team A,David,68,96.31,341,4.94,3,100
2025-05-19,Team A,Nicole,61,90.82,397,3.9,2,96.39
2025-11-12,Team D,John,110,93.96,382,4.32,4,94.7
2025-09-28,Team B,David,75,95.01,355,4.4,2,96.45
2025-12-06,Team C,Sarah,69,95.87,233,4.27,2,96.63
2025-03-20,Team D,Daniel,107,85.34,292,4.46,5,94.8
2025-05-30,Team D,Chris,96,88.63,371,4.27,1,93.26
2025-01-22,Team C,Sophia,70,90.89,302,4.38,1,95.29
2025-01-13,Team A,Jason,81,92.05,297,5,1,93.84
2025-09-01,Team B,Sophia,91,92.81,418,4.29,1,96.4
2025-07-21,Team D,Amy,75,94.44,349,5,0,95.67
2025-07-28,Team D,Grace,79,94.82,283,4.16,2,97.64
2025-04-23,Team B,Sophia,89,99.29,287,4.48,1,96.73
2025-09-18,Team D,David,73,96.22,276,4.59,4,94.46
2025-11-04,Team C,Jason,94,97.21,261,4.93,4,100
2025-11-19,Team A,John,83,99.92,384,4.37,0,94.15
2025-07-11,Team D,Sarah,53,94.25,304,4.58,3,99.14
2025-04-18,Team D,David,88,93.95,251,4.89,2,97.42
2025-03-08,Team B,John,79,89.47,256,4.71,4,98.13
2025-05-24,Team D,Rachel,107,96.19,245,4.66,4,99.95
2025-05-30,Team B,Ryan,89,92.19,304,4.5,3,97.86
2025-08-01,Team D,Olivia,68,89.33,410,4.03,1,99.54
2025-08-07,Team B,Emma,65,92.62,318,4.19,1,95.17
2025-01-16,Team D,Sarah,97,90.86,312,4,9,93.78
2025-10-25,Team D,Amy,49,93.87,312,4.71,2,94.49
2025-10-01,Team D,Rachel,115,94.3,391,3.39,4,94.51
2025-11-18,Team A,John,89,91.65,325,4.17,4,96.42
2025-03-04,Team C,Aaron,66,92.26,282,4.61,1,97.5
2025-08-24,Team B,Alex,112,98.79,202,4.17,2,94.88
2025-04-30,Team A,David,86,99.69,274,4.28,3,96.69
2025-10-07,Team C,Emma,91,89.28,294,4.02,5,94.65
2025-04-16,Team A,Mary,90,91.29,302,4.58,0,97.7
2025-01-08,Team C,Chris,65,91.71,431,4.92,1,95.79
2025-05-26,Team A,Alex,88,89.85,371,4.01,0,95.71
2025-11-08,Team B,John,105,98.38,311,4.43,1,98.76
2025-02-06,Team B,Mary,81,88.44,234,4.52,1,96.44
2025-11-15,Team D,David,84,96.66,348,4.63,1,95.22
2025-02-13,Team A,Jason,116,94.76,272,4.11,4,96.81
2025-01-27,Team D,Amy,93,96.82,309,4.13,3,93.86
2025-12-26,Team B,Chris,66,97.53,326,4.37,2,97.45
2025-01-30,Team D,Michael,92,93.94,274,4.19,1,97.44
2025-10-24,Team D,Chris,80,88.44,356,4.46,0,94.66
2025-08-31,Team B,Daniel,74,93.9,362,4.56,2,95.22
2025-02-25,Team C,Ryan,102,88.8,281,3.89,1,95.49
2025-01-24,Team A,Grace,56,97.21,403,4.94,3,98.18
2025-04-12,Team A,Mary,108,92.62,253,4.17,0,98.19
2025-06-25,Team B,Aaron,93,94.92,383,4.39,3,98.47
2025-04-13,Team B,Mary,91,99.47,261,4.25,1,96.25
2025-04-30,Team D,Sarah,90,94.15,375,4.54,2,95.01
2025-11-01,Team B,Kevin,128,94.38,322,4.35,1,95.84
2025-09-14,Team A,Mary,83,91.19,280,4.22,2,95.12
2025-07-12,Team C,Jason,82,88.6,371,4.48,3,97.44
2025-08-16,Team B,Sophia,88,95.23,333,4.38,1,93.74
2025-05-01,Team D,Amy,110,89.3,364,3.96,1,100
2025-06-01,Team B,David,99,90.58,321,4.09,1,100
2025-07-04,Team A,Lisa,109,92.69,350,4.38,1,97.73
2025-11-02,Team A,Lisa,88,93.39,321,4.25,2,95.68
2025-06-10,Team B,Sarah,79,94.34,332,5,1,95.16
2025-09-03,Team B,Sarah,86,94.82,373,4.54,2,92.19
2025-05-18,Team B,Jason,83,89.72,320,4.09,4,96.21
2025-09-19,Team D,Chris,83,93.25,268,4.75,4,100
2025-05-25,Team B,John,79,87.05,367,4.46,3,95.11
2025-01-10,Team A,Grace,105,94.57,292,4.64,0,95.68
2025-10-03,Team A,Daniel,93,94.63,297,4.47,1,98.52
2025-10-07,Team C,Rachel,64,88.48,352,4.31,2,96.42
2025-07-26,Team C,Emma,108,98.71,242,4.35,2,98.19
2025-09-20,Team D,Sophia,86,94.56,315,4.46,5,94.37
2025-05-25,Team B,Jason,63,91.68,313,4.46,3,98.05
2025-09-28,Team A,Olivia,83,94.36,319,4.57,2,96.86
2025-03-03,Team B,Grace,76,97.56,290,4.63,3,95.12
2025-06-09,Team A,Michael,74,91.73,330,5,3,91.49
2025-02-05,Team C,Michael,100,91.65,325,4.11,2,97.87
2025-10-22,Team B,Alex,67,93.33,259,4.56,0,93.69
2025-03-04,Team D,Daniel,110,94.44,347,4.85,1,95.53
2025-07-14,Team C,Chris,96,93.37,436,3.85,5,93.72
2025-12-09,Team C,Nicole,86,93.26,222,4.75,1,96.13
2025-10-09,Team B,Grace,87,91.07,358,4.35,4,97.1
2025-08-17,Team A,Nicole,58,89.8,334,4.26,3,96.5
2025-09-30,Team A,Kevin,98,90.82,393,4.33,1,94.31
2025-10-10,Team B,Mary,67,92.42,357,4.41,1,94.97
2025-02-22,Team A,Daniel,94,90.31,293,4.4,2,92.52
2025-02-20,Team A,Sarah,70,89.43,308,4.2,2,97.84
2025-08-19,Team D,Emma,63,92.2,297,4.56,1,96.22
2025-05-30,Team C,Lisa,109,92.46,282,4.23,0,97.57
2025-10-24,Team B,Rachel,84,91.33,327,3.68,1,96.28
2025-04-16,Team B,Jason,96,91.1,283,4.59,2,93.47
2025-02-14,Team A,Kevin,80,90.28,243,4.59,4,98.23
2025-08-04,Team C,Chris,91,91.57,218,4.58,3,96.29
2025-07-17,Team D,Lisa,75,98.63,265,3.85,0,99.39
2025-04-27,Team C,Alex,79,91.54,241,4.47,0,92.83
2025-07-10,Team A,Jason,74,91.47,301,4.47,1,95.44
2025-08-25,Team D,Emma,87,89.26,359,4.43,0,92.65
2025-04-16,Team C,David,72,89.35,281,4.91,3,97.32
2025-10-05,Team C,Alex,94,93.45,313,4.4,2,94.69
2025-01-15,Team A,Chris,70,96.37,342,4.64,3,92.22
2025-08-07,Team D,Alex,104,89.98,284,4.7,0,98.02
2025-06-15,Team A,Rachel,98,99.41,332,4.86,2,96.46
2025-01-05,Team B,Ryan,82,92.56,361,4.4,3,96.83
2025-09-21,Team C,Amy,79,93.69,339,4.62,1,92.89
2025-11-16,Team C,Ryan,87,90.2,346,4.01,1,98.23
2025-11-20,Team D,Amy,87,94.64,303,4.71,1,95.29
2025-05-20,Team A,Daniel,87,93.19,382,3.96,3,98.79
2025-03-12,Team A,Mary,102,94.52,397,4.2,1,95.56
2025-01-24,Team D,Mary,80,92.53,268,4.09,1,94.29
2025-05-06,Team A,Rachel,82,96.3,241,4.67,1,92.78
2025-01-30,Team A,John,89,95.25,273,4.7,2,94.8
2025-06-25,Team A,Lisa,111,91.17,246,3.79,4,96.1
2025-09-23,Team B,Aaron,87,93.11,320,4.23,0,96.66
2025-05-10,Team A,John,69,92.45,286,4.57,6,96.03
2025-02-21,Team D,Michael,70,92.48,331,4.05,0,94.74
2025-04-29,Team C,Sophia,74,93.19,308,4.25,0,97.79
2025-08-19,Team B,Mary,98,94.48,389,3.89,2,96.42
2025-09-29,Team B,Michael,112,88.64,271,4.42,2,93.55
2025-02-02,Team C,Sarah,87,89.99,269,4.29,1,97.85
2025-07-18,Team A,Amy,79,95.04,334,4.25,3,95.32
2025-12-22,Team D,John,90,93.3,195,4.14,5,97.11
2025-01-27,Team D,Sophia,64,89.23,319,4.65,2,92.62
2025-03-07,Team A,Lisa,115,91.2,383,4.22,4,95.45
2025-04-26,Team C,Mary,78,93.96,436,4.34,4,97.92
2025-09-24,Team B,Emma,87,98.9,260,4.11,3,92.13
2025-03-16,Team A,Jason,88,92.76,220,4.76,4,96.23
2025-04-20,Team B,Olivia,101,97.26,385,3.97,1,94.1
2025-08-06,Team C,Amy,75,98.5,391,3.85,1,93.44
2025-08-15,Team C,Sophia,65,94.7,414,4.04,2,97.34
2025-07-11,Team D,Mary,81,92.83,326,3.72,2,94.25
2025-06-12,Team A,Emma,86,93.64,284,4.71,0,94.51
2025-03-11,Team C,Emma,61,91.18,360,4.3,1,98.47
2025-06-29,Team D,Alex,71,91.64,353,4.36,0,96.52
2025-01-17,Team D,Ryan,76,95.01,303,4.42,3,94.85
2025-08-14,Team A,Michael,113,90.51,281,4.46,4,95.11
2025-07-15,Team C,Ryan,92,94.01,355,4.47,1,93.63
2025-07-18,Team A,Nicole,76,89.21,361,3.93,2,99.33
2025-04-01,Team C,Sarah,91,90.3,326,4.3,1,98.2
2025-03-08,Team A,Michael,97,89.8,296,4.02,1,93.88
2025-07-16,Team D,Olivia,65,90.11,278,4.16,2,95.99
2025-09-19,Team B,Olivia,91,88.49,316,4.85,1,92.55
2025-11-21,Team D,Emma,101,93.14,316,4.19,2,93.19
2025-12-01,Team A,Michael,94,95.15,286,4.26,3,92.91
2025-09-30,Team D,Kevin,98,95.67,265,4.75,2,95.37
2025-01-03,Team D,David,69,97.18,347,4.58,2,93.06
2025-09-10,Team C,Aaron,93,95.77,406,4.12,2,96.37
2025-07-03,Team C,Alex,107,92.59,291,3.8,3,97.89
2025-02-02,Team A,Sophia,92,96.5,358,4.59,2,98.34
2025-08-09,Team B,Jason,71,96.58,387,4.72,2,97.6
2025-01-15,Team D,John,75,90.6,345,4.25,4,95.71
2025-05-26,Team A,Amy,49,93.72,358,3.99,2,94.04
2025-03-10,Team D,Daniel,88,92.07,322,3.78,1,96.06
2025-06-29,Team A,Olivia,78,91.91,272,4.92,2,95.64
2025-01-19,Team B,Sophia,98,90.34,350,4.02,1,95.4
2025-02-12,Team C,Grace,59,96.72,344,4.09,1,95.66
2025-02-23,Team C,Sophia,87,87.56,348,3.93,1,95.59
2025-04-22,Team C,Jason,115,93.36,278,4.38,0,94.21
2025-12-19,Team A,Mary,78,90.78,318,4.48,0,98.46
2025-10-26,Team A,Rachel,57,89.69,275,4.29,1,96.71
2025-09-17,Team D,Alex,84,91.83,343,4.64,5,98.99
2025-06-23,Team B,Mary,95,94.41,288,4.37,1,98.17
2025-07-02,Team A,Jason,59,94.36,397,3.89,3,95.85
2025-09-27,Team D,Mary,103,93.88,222,4.44,0,97.53
2025-04-08,Team D,Olivia,79,92.31,302,4.13,2,94.36
2025-05-02,Team B,Sarah,90,96.16,371,4.1,3,95.59
2025-06-22,Team D,Sarah,92,96.98,352,4.11,3,95.86
2025-08-01,Team A,Sophia,58,90.17,294,4.55,1,94.63
2025-10-26,Team C,Rachel,77,95.28,319,4.23,1,93.56
2025-05-29,Team D,Nicole,85,95.26,182,4.45,4,95.45
2025-01-08,Team B,Olivia,83,96.89,323,4.44,1,98.27
2025-09-12,Team B,David,83,91.05,328,4.53,3,99.35
2025-02-28,Team B,Alex,86,97.47,344,4.46,1,92.65
2025-07-22,Team D,Kevin,68,92.51,273,4.66,1,94.15
2025-01-27,Team C,Mary,86,97.74,367,3.94,1,97.91
2025-07-03,Team A,Nicole,68,88.87,347,4.37,1,95.93
2025-01-28,Team A,Daniel,94,87.47,293,3.93,3,95.16
2025-08-28,Team A,Aaron,96,100,402,4.56,3,94.72
2025-11-02,Team C,Alex,111,94.08,282,4.29,1,94.41
2025-03-11,Team C,Emma,93,91.97,388,4.52,1,94.1
2025-01-11,Team D,Nicole,77,87.66,413,4.1,2,98.3
2025-07-26,Team A,Olivia,99,91.26,370,4.24,0,96.19
2025-09-23,Team A,Michael,100,89.56,405,4.42,1,95.5
2025-05-16,Team B,David,64,93.14,385,4.18,4,95.1
2025-04-17,Team A,Michael,116,98.63,269,4.18,2,95.12
2025-06-15,Team C,Amy,89,87.08,254,4.35,1,92.32
2025-05-10,Team C,David,109,92.1,298,4.83,1,95.46
2025-12-08,Team B,Ryan,78,93.75,257,4.12,0,96.16
2025-09-29,Team D,Lisa,114,93.26,334,4.8,2,93.93
2025-09-27,Team A,Michael,112,89.24,349,4.57,1,100
2025-09-25,Team A,Grace,68,92.4,296,4.69,0,95.47
2025-01-12,Team D,Lisa,75,91.19,335,4.7,1,93.25
2025-06-28,Team B,Amy,69,90.57,291,4.7,1,97.99
2025-09-29,Team A,Olivia,81,95.54,370,4.05,3,94.42
2025-03-03,Team D,Sophia,91,93.45,374,4.57,4,95.6
2025-12-21,Team D,Chris,88,91.46,250,4.38,2,98.52
2025-10-27,Team C,Rachel,94,92.57,278,4.92,0,91.98
2025-09-26,Team D,Daniel,79,93.36,354,4.13,1,97.09
2025-01-15,Team A,Ryan,88,85.12,243,3.84,1,93.56
2025-07-04,Team D,David,86,94.33,330,4.54,2,92
2025-09-21,Team B,Mary,87,90.76,291,5,2,96.7
2025-04-01,Team D,Nicole,92,91.48,393,3.85,3,93.96
2025-03-11,Team C,Emma,88,88.31,319,4.97,3,92.34
2025-07-16,Team B,Rachel,62,92.49,430,4.47,2,93.22
2025-04-30,Team B,Rachel,77,94.01,302,4.42,2,96.48
2025-03-07,Team B,Jason,87,94.97,354,4.13,1,95.93
2025-02-20,Team D,Nicole,84,95.6,277,3.83,3,99.35
2025-10-12,Team C,David,77,94.87,351,4.87,0,94.04
2025-03-03,Team D,David,96,92.7,307,4.15,5,95.59
2025-04-05,Team A,Daniel,69,94.34,362,4.15,2,98.58
2025-08-10,Team C,Grace,94,87.55,358,4.44,3,100
2025-10-20,Team D,Michael,132,97.86,339,4.8,2,94.86
2025-11-02,Team C,John,86,91.56,293,4.32,2,96.22
2025-12-06,Team B,Rachel,106,95.04,382,4.83,3,94.52
2025-01-28,Team C,David,69,95.74,332,4.04,3,100
2025-11-18,Team B,Daniel,89,93.74,331,4.14,3,94.38
2025-01-21,Team B,Michael,86,92.27,335,4.05,0,93.73
2025-08-06,Team A,Sarah,82,92.18,371,4.58,3,94.05
2025-12-21,Team B,Sophia,81,91.82,289,4.34,3,99.58
2025-01-23,Team D,Rachel,79,93.44,366,4.16,1,97.56
2025-06-01,Team B,Rachel,40,93.24,331,4.27,1,96.64
2025-03-26,Team D,Chris,92,92.25,343,4.29,0,95.01
2025-09-27,Team A,David,79,91.56,433,4.74,2,98.24
2025-10-13,Team D,Alex,92,95.21,333,3.84,1,100
